font_size,bold,indent,length,numbered,is_all_caps,upper_ratio,ends_with_colon,word_count,is_page1,pdf_name,text,label
9.744400024414062,0,95.99856567382812,26,0,0,0.11538461538461539,0,5,0,file01.pdf,so whether entitled to LTC,BODY
9.744400024414062,1,70.0199966430664,2,0,0,0.0,0,1,0,file01.pdf,8.,BODY
9.744400024414062,0,95.99856567382812,43,0,0,0.03669724770642202,0,22,0,file01.pdf,Whether the concession is to be availed for visiting home town and if so block for which LTC is to be availed,H1
9.744400024414062,0,95.99856567382812,44,0,0,0.0,0,9,0,file01.pdf,visiting home town and if so block for which,BODY
9.744400024414062,0,95.99856567382812,21,0,0,0.14285714285714285,0,5,0,file01.pdf,LTC is to be availed.,BODY
9.744400024414062,1,70.0199966430664,2,0,0,0.0,0,1,0,file01.pdf,9.,BODY
9.744400024414062,0,95.99856567382812,45,0,0,0.0392156862745098,0,10,0,file01.pdf,(a) If the concession is to visit anywhere in India,H1
9.744400024414062,0,95.99856567382812,34,0,0,0.029411764705882353,0,7,0,file01.pdf,(b) Block for which to be availed.,H1
9.744400024414062,1,70.0199966430664,3,0,0,0.0,0,1,0,file01.pdf,10.,BODY
9.744400024414062,0,95.99856567382812,6,0,0,0.011363636363636364,0,12,0,file01.pdf,Single railfare/busfare from the headquaters to hometown/pace of visit by shortest route,H1
9.744400024414062,0,136.138671875,4,0,0,0.0,0,1,0,file01.pdf,rail,BODY
9.744400024414062,0,163.60035705566406,8,0,0,0.0,0,1,0,file01.pdf,fare/bus,BODY
9.744400024414062,0,213.70704650878903,4,0,0,0.0,0,1,0,file01.pdf,fare,BODY
9.744400024414062,0,244.8404083251953,4,0,0,0.0,0,1,0,file01.pdf,from,BODY
9.744400024414062,0,279.2371520996094,3,0,0,0.0,0,1,0,file01.pdf,the,BODY
9.744400024414062,0,95.99856567382812,43,0,0,0.0,0,7,0,file01.pdf,headquarters to home town/place of visit by,BODY
9.744400024414062,0,95.99856567382812,15,0,0,0.0,0,2,0,file01.pdf,shortest route.,BODY
9.744400024414062,1,70.0199966430664,3,0,0,0.0,0,1,0,file01.pdf,11.,BODY
9.744400024414062,0,95.99856567382812,57,0,0,0.07017543859649122,0,11,0,file01.pdf,Persons in respect of whom LTC is proposed to be availed.,H1
9.744400024414062,1,95.99856567382812,4,0,0,0.5,0,1,0,file01.pdf,S.No,BODY
9.744400024414062,1,211.4122009277344,4,0,0,0.25,0,1,0,file01.pdf,Name,BODY
9.744400024414062,1,343.4770812988281,3,0,0,0.3333333333333333,0,1,0,file01.pdf,Age,BODY
9.744400024414062,1,444.5849609375,12,0,0,0.08333333333333333,0,1,0,file01.pdf,Relationship,BODY
9.744400024414062,1,103.62838745117188,2,0,0,0.0,0,1,0,file01.pdf,1.,BODY
9.744400024414062,1,103.62838745117188,2,0,0,0.0,0,1,0,file01.pdf,2.,BODY
9.744400024414062,1,103.62838745117188,2,0,0,0.0,0,1,0,file01.pdf,3.,BODY
9.744400024414062,1,103.62838745117188,2,0,0,0.0,0,1,0,file01.pdf,4.,BODY
9.744400024414062,1,103.62838745117188,2,0,0,0.0,0,1,0,file01.pdf,5.,BODY
9.744400024414062,1,103.62838745117188,2,0,0,0.0,0,1,0,file01.pdf,6.,BODY
9.744400024414062,1,70.02969360351562,32,0,0,0.037037037037037035,0,4,0,file01.pdf,Amount of advance required.,H1
9.744400024414062,0,304.39227294921875,3,0,0,0.3333333333333333,0,1,0,file01.pdf,Rs.,BODY
9.744400024414062,0,105.07057189941406,99,0,0,0.020202020202020204,0,18,0,file01.pdf,I declare that the particulars furnished above are true and correct to the best of my knowledge.  I,BODY
9.744400024414062,0,70.0296630859375,99,0,0,0.0,0,17,0,file01.pdf,undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,BODY
9.744400024414062,0,105.0802764892578,109,0,0,0.01834862385321101,0,22,0,file01.pdf,In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,BODY
9.744400024414062,1,70.0394287109375,4,0,0,0.25,0,1,0,file01.pdf,Date,H1
9.744400024414062,1,403.0445556640625,32,0,0,0.09375,0,4,0,file01.pdf,Signature of Government Servant.,H1
24.0,1,252.6499938964844,8,0,0,0.125,0,1,0,file02.pdf,Overview,TITLE
24.0,1,139.3459930419922,27,0,0,0.1111111111111111,0,3,0,file02.pdf,Foundation Level Extensions,H1
12.0,0,275.69000244140625,11,0,0,0.09090909090909091,0,2,0,file02.pdf,Version 1.0,BODY
18.0,0,103.33999633789062,51,0,0,0.09803921568627451,0,5,0,file02.pdf,International Software Testing Qualifications Board,BODY
9.960000038146973,0,70.94400024414062,16,0,0,0.125,0,2,0,file02.pdf,Copyright Notice,BODY
9.960000038146973,0,447.9100036621094,13,0,0,0.07692307692307693,0,1,0,file02.pdf,International,BODY
12.0,0,74.42400360107422,8,0,0,0.125,0,1,0,file02.pdf,Overview,BODY
9.960000038146973,0,437.9500122070313,16,0,0,0.125,0,2,0,file02.pdf,Software Testing,BODY
9.960000038146973,0,74.42400360107422,43,0,0,0.11627906976744186,0,6,0,file02.pdf,Foundation Level Extension –   Agile Tester,BODY
9.960000038146973,0,430.75,14,0,0,0.07142857142857142,0,1,0,file02.pdf,Qualifications,BODY
9.960000038146973,0,493.54779052734375,5,0,0,0.2,0,1,0,file02.pdf,Board,BODY
9.960000038146973,0,70.94400024414062,92,0,0,0.11956521739130435,0,10,0,file02.pdf,Copyright © International Software Testing Qualifications Board (hereinafter called ISTQB®).,BODY
9.960000038146973,0,76.58135986328125,12,0,0,0.08333333333333333,0,2,0,file02.pdf,Version 2014,BODY
9.960000038146973,0,270.1639404296875,12,0,0,0.08333333333333333,0,4,0,file02.pdf,Page 2 of 12,BODY
6.0,0,76.58399963378906,53,0,0,0.09433962264150944,0,6,0,file02.pdf,© International Software Testing Qualifications Board,BODY
9.960000038146973,0,430.75,20,0,0,0.1,0,2,0,file02.pdf,Qualifications Board,BODY
15.960000038146973,1,70.94400024414062,16,0,0,0.125,0,2,0,file02.pdf,Revision History,H1
9.960000038146973,1,74.42400360107422,7,0,0,0.14285714285714285,0,1,0,file02.pdf,Version,H2
9.960000038146973,1,146.4199981689453,4,0,0,0.25,0,1,0,file02.pdf,Date,H2
9.960000038146973,1,278.69000244140625,7,0,0,0.14285714285714285,0,1,0,file02.pdf,Remarks,H2
9.960000038146973,0,74.42400360107422,3,0,0,0.0,0,1,0,file02.pdf,0.1,H3
9.960000038146973,0,146.4199981689453,12,1,1,0.3333333333333333,0,3,0,file02.pdf,18 JUNE 2013,H3
9.960000038146973,0,278.69000244140625,15,0,0,0.06666666666666667,0,2,0,file02.pdf,Initial version,H3
9.960000038146973,0,74.42400360107422,3,0,0,0.0,0,1,0,file02.pdf,0.2,H3
9.960000038146973,0,146.4199981689453,12,1,1,0.3333333333333333,0,3,0,file02.pdf,23 JULY 2013,H3
9.960000038146973,0,278.69000244140625,25,0,0,0.08,0,4,0,file02.pdf,WG reviewed and confirmed,H3
9.960000038146973,0,74.42400360107422,3,0,0,0.0,0,1,0,file02.pdf,0.3,H3
9.960000038146973,0,146.4199981689453,10,1,1,0.3,0,3,0,file02.pdf,6 NOV 2013,H3
9.960000038146973,0,278.69000244140625,30,0,0,0.0,0,4,0,file02.pdf,amended population and diagram,H3
9.960000038146973,0,74.42400360107422,3,0,0,0.0,0,1,0,file02.pdf,0.7,H3
9.960000038146973,0,146.4199981689453,11,1,1,0.2727272727272727,0,3,0,file02.pdf,11 DEC 2013,H3
9.960000038146973,0,278.69000244140625,47,0,0,0.0851063829787234,0,6,0,file02.pdf,Amended Business Outcomes and Chapters matching,H3
9.960000038146973,0,74.42400360107422,3,0,0,0.0,0,1,0,file02.pdf,0.8,H3
9.960000038146973,0,146.4199981689453,11,1,1,0.2727272727272727,0,3,0,file02.pdf,20 DEC 2013,H3
9.960000038146973,0,278.69000244140625,28,0,0,0.03571428571428571,0,5,0,file02.pdf,Working group updates on 0.7,H3
9.960000038146973,0,74.42400360107422,3,0,0,0.0,0,1,0,file02.pdf,1.0,H3
9.960000038146973,0,146.4199981689453,11,1,1,0.2727272727272727,0,3,0,file02.pdf,31 MAY 2014,H3
9.960000038146973,0,278.69000244140625,30,0,0,0.13333333333333333,0,5,0,file02.pdf,GA release for Agile Extension,H3
9.960000038146973,0,76.58399963378906,12,0,0,0.08333333333333333,0,2,0,file02.pdf,Version 2014,H3
9.960000038146973,0,270.16656494140625,12,0,0,0.08333333333333333,0,4,0,file02.pdf,Page 3 of 12,BODY
9.960000038146973,1,151.81919860839844,138,0,0,0.0,0,1,0,file02.pdf,..........................................................................................................................................,BODY
9.960000038146973,1,157.3370361328125,136,0,0,0.0,0,1,0,file02.pdf,........................................................................................................................................,BODY
9.960000038146973,1,322.97186279296875,76,0,0,0.0,0,1,0,file02.pdf,............................................................................,BODY
9.960000038146973,1,358.8677062988281,63,0,0,0.0,0,1,0,file02.pdf,...............................................................,BODY
9.960000038146973,0,195.8623504638672,117,0,0,0.0,0,1,0,file02.pdf,.....................................................................................................................,BODY
9.960000038146973,0,221.818115234375,108,0,0,0.0,0,1,0,file02.pdf,............................................................................................................,BODY
9.960000038146973,0,201.6291961669922,115,0,0,0.0,0,1,0,file02.pdf,...................................................................................................................,BODY
9.960000038146973,0,247.7439880371093,99,0,0,0.0,0,1,0,file02.pdf,...................................................................................................,BODY
9.960000038146973,0,192.99386596679688,118,0,0,0.0,0,1,0,file02.pdf,......................................................................................................................,BODY
9.960000038146973,1,414.0759887695313,41,0,0,0.0,0,1,0,file02.pdf,.........................................,BODY
9.960000038146973,0,201.6192321777344,113,0,0,0.0,0,1,0,file02.pdf,.................................................................................................................,BODY
9.960000038146973,0,146.89898681640625,132,0,0,0.0,0,1,0,file02.pdf,....................................................................................................................................,BODY
9.960000038146973,1,146.3013916015625,138,0,0,0.0,0,1,0,file02.pdf,..........................................................................................................................................,BODY
9.960000038146973,0,167.0679931640625,125,0,0,0.0,0,1,0,file02.pdf,.............................................................................................................................,BODY
9.960000038146973,0,230.46339416503903,103,0,0,0.0,0,1,0,file02.pdf,.......................................................................................................,BODY
15.960000038146973,1,70.94400024414062,17,0,0,0.11764705882352941,0,3,0,file02.pdf,Table of Contents,H1
9.960000038146973,1,70.94400024414062,16,0,0,0.125,0,2,0,file02.pdf,Revision History,H2
9.960000038146973,1,535.1795654296875,1,0,0,0.0,0,1,0,file02.pdf,3,BODY
9.960000038146973,1,70.9439697265625,17,0,0,0.11764705882352941,0,3,0,file02.pdf,Table of Contents,H2
9.960000038146973,1,535.1795654296875,1,0,0,0.0,0,1,0,file02.pdf,4,BODY
9.960000038146973,1,70.9439697265625,2,0,0,0.0,0,1,0,file02.pdf,1.,BODY
9.960000038146973,1,90.98348999023438,47,0,0,0.0851063829787234,0,6,0,file02.pdf,Introduction to the Foundation Level Extensions,H2
9.960000038146973,1,535.1795654296875,1,0,0,0.0,0,1,0,file02.pdf,6,BODY
9.960000038146973,1,70.9439697265625,2,0,0,0.0,0,1,0,file02.pdf,2.,BODY
9.960000038146973,1,90.98348999023438,55,0,0,0.10909090909090909,0,7,0,file02.pdf,Introduction to Foundation Level Agile Tester Extension,H2
9.960000038146973,1,535.1795654296875,1,0,0,0.0,0,1,0,file02.pdf,7,BODY
9.960000038146973,0,80.90396118164062,3,0,0,0.0,0,1,0,file02.pdf,2.1,BODY
9.960000038146973,0,110.90348815917967,17,0,0,0.11764705882352941,0,2,0,file02.pdf,Intended Audience,H3
9.960000038146973,0,535.1795654296875,1,0,0,0.0,0,1,0,file02.pdf,7,BODY
9.960000038146973,0,80.90396118164062,3,0,0,0.0,0,1,0,file02.pdf,2.2,BODY
9.960000038146973,0,110.90348815917967,24,0,0,0.125,0,4,0,file02.pdf,Career Paths for Testers,H3
9.960000038146973,0,535.1895141601562,1,0,0,0.0,0,1,0,file02.pdf,7,BODY
9.960000038146973,0,80.91390991210938,3,0,0,0.0,0,1,0,file02.pdf,2.3,BODY
9.960000038146973,0,110.91343688964844,19,0,0,0.10526315789473684,0,2,0,file02.pdf,Learning Objectives,H3
9.960000038146973,0,80.91390991210938,3,0,0,0.0,0,1,0,file02.pdf,2.4,BODY
9.960000038146973,0,110.91343688964844,18,0,0,0.1111111111111111,0,2,0,file02.pdf,Entry Requirements,H3
9.960000038146973,0,535.1895141601562,1,0,0,0.0,0,1,0,file02.pdf,8,BODY
9.960000038146973,0,80.91390991210938,3,0,0,0.0,0,1,0,file02.pdf,2.5,BODY
9.960000038146973,0,110.91343688964844,29,0,0,0.10344827586206896,0,4,0,file02.pdf,Structure and Course Duration,H3
9.960000038146973,0,80.91390991210938,3,0,0,0.0,0,1,0,file02.pdf,2.6,BODY
9.960000038146973,0,110.91343688964844,18,0,0,0.16666666666666666,0,3,0,file02.pdf,Keeping It Current,H3
9.960000038146973,0,535.1895141601562,1,0,0,0.0,0,1,0,file02.pdf,9,BODY
9.960000038146973,1,70.95391845703125,2,0,0,0.0,0,1,0,file02.pdf,3.,BODY
9.960000038146973,1,90.99343872070312,68,0,0,0.10294117647058823,0,10,0,file02.pdf,Overview of the Foundation Level Extension –   Agile Tester Syllabus,H2
9.960000038146973,1,529.542236328125,2,0,0,0.0,0,1,0,file02.pdf,10,BODY
9.960000038146973,0,80.90402221679688,3,0,0,0.0,0,1,0,file02.pdf,3.1,BODY
9.960000038146973,0,110.90354919433594,17,0,0,0.11764705882352941,0,2,0,file02.pdf,Business Outcomes,H3
9.960000038146973,0,529.542236328125,2,0,0,0.0,0,1,0,file02.pdf,10,BODY
9.960000038146973,0,80.90402221679688,3,0,0,0.0,0,1,0,file02.pdf,3.2,BODY
9.960000038146973,0,110.90354919433594,7,0,0,0.14285714285714285,0,1,0,file02.pdf,Content,H3
9.960000038146973,1,70.94400024414062,2,0,0,0.0,0,1,0,file02.pdf,4.,BODY
9.960000038146973,1,90.9835205078125,10,0,0,0.1,0,1,0,file02.pdf,References,H2
9.960000038146973,1,529.542236328125,2,0,0,0.0,0,1,0,file02.pdf,12,BODY
9.960000038146973,0,80.90402221679688,3,0,0,0.0,0,1,0,file02.pdf,4.1,BODY
9.960000038146973,0,110.90354919433594,10,0,0,0.1,0,1,0,file02.pdf,Trademarks,H3
9.960000038146973,0,529.55224609375,2,0,0,0.0,0,1,0,file02.pdf,12,BODY
9.960000038146973,0,80.91403198242188,3,0,0,0.0,0,1,0,file02.pdf,4.2,BODY
9.960000038146973,0,110.91355895996094,23,0,0,0.13043478260869565,0,4,0,file02.pdf,Documents and Web Sites,H3
9.960000038146973,0,76.601318359375,12,0,0,0.08333333333333333,0,2,0,file02.pdf,Version 2014,BODY
9.960000038146973,0,270.18389892578125,12,0,0,0.08333333333333333,0,4,0,file02.pdf,Page 4 of 12,BODY
15.960000038146973,0,70.94400024414062,16,0,0,0.0625,0,1,0,file02.pdf,Acknowledgements,H1
9.960000038146973,0,70.94400024414062,97,0,0,0.061855670103092786,0,14,0,file02.pdf,This document was produced by a team from the International Software Testing Qualifications Board,BODY
9.960000038146973,0,70.94400024414062,31,0,0,0.12903225806451613,0,4,0,file02.pdf,Foundation Level Working Group.,BODY
9.960000038146973,0,70.94400024414062,104,0,0,0.04807692307692308,0,17,0,file02.pdf,The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,BODY
9.960000038146973,0,70.94400024414062,93,0,file02.pdf,"Authors: Rex Black,Anders Claesson,Gerry Coleman,Bertrand Cornanguer,Istvan Forgacs,Alon",BODY
9.960000038146973,0,70.9439697265625,100,0,file02.pdf,"Stephanie Ulrich,Tommi Välimäki,Jurian Van de Laar,Marnix Van den Ent,António Vieira Melo,Wenye",BODY
9.960000038146973,0,70.9439697265625,81,0,file02.pdf,"Xu,Ester Zabar,Wenqiang Zheng,Peter Zimmerer,Stevan Zivanovic,and Terry Zuo.",BODY
9.960000038146973,0,70.94400024414062,5,0,0,0.0,0,1,0,file02.pdf,2014.,BODY
9.960000038146973,0,270.1639404296875,12,0,0,0.08333333333333333,0,4,0,file02.pdf,Page 5 of 12,BODY
15.960000038146973,0,70.94400024414062,51,0,0,0.0784313725490196,0,7,0,file02.pdf,1.  Introduction to the Foundation Level Extensions,H1
9.960000038146973,0,70.94400024414062,92,0,0,0.08695652173913043,0,15,0,file02.pdf,This overview document is intended for anyone with an interest in the ISTQB Foundation Level,BODY
9.960000038146973,0,70.94400024414062,106,0,0,0.009433962264150943,0,16,0,file02.pdf,Extensions who wants a high-level introduction to the leading principles and an overview of the individual,BODY
9.960000038146973,0,70.94398498535156,18,0,0,0.0,0,2,0,file02.pdf,extension syllabi.,BODY
9.960000038146973,0,70.94398498535156,56,0,0,0.08928571428571429,0,9,0,file02.pdf,updated document will be available on the ISTQB website.,BODY
9.960000038146973,0,70.94398498535156,97,0,0,0.09278350515463918,0,17,0,file02.pdf,The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,BODY
9.960000038146973,0,70.94398498535156,96,0,0,0.010416666666666666,0,16,0,file02.pdf,some time. New topics emerge due to technology and methodology changes in the market which often,BODY
9.960000038146973,0,70.94400024414062,92,0,0,0.06521739130434782,0,14,0,file02.pdf,ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,BODY
9.960000038146973,0,70.94400787353516,42,0,0,0.0,0,8,0,file02.pdf,that is beyond the scope of this document.,BODY
9.960000038146973,0,70.94400787353516,68,0,0,0.058823529411764705,1,9,0,file02.pdf,The following Foundation Level Extension syllabus has been released:,BODY
9.960000038146973,0,88.95169067382812,1,0,0,0.0,0,1,0,file02.pdf,,BODY
9.960000038146973,0,106.94940948486328,12,0,0,0.16666666666666666,0,2,0,file02.pdf,Agile Tester,BODY
9.960000038146973,0,70.95396423339844,93,0,0,0.043010752688172046,0,15,0,file02.pdf,Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,BODY
9.960000038146973,0,70.95396423339844,111,0,0,0.0,0,17,0,file02.pdf,will outline the benefits for companies that are considering the development of specific testing skills at this,BODY
9.960000038146973,0,70.95396423339844,6,0,0,0.0,0,1,0,file02.pdf,level.,BODY
9.960000038146973,0,76.59132385253906,12,0,0,0.08333333333333333,0,2,0,file02.pdf,Version 2014,BODY
9.960000038146973,0,270.17388916015625,12,0,0,0.08333333333333333,0,4,0,file02.pdf,Page 6 of 12,BODY
15.960000038146973,0,70.94400024414062,59,0,0,0.1016949152542373,0,8,0,file02.pdf,2.  Introduction to Foundation Level Agile Tester Extension,H1
9.960000038146973,0,70.94400024414062,103,0,0,0.05825242718446602,0,15,0,file02.pdf,The certification for Foundation Level Extension –   Agile Tester is designed for professionals who are,BODY
9.960000038146973,0,70.94401550292969,102,0,0,0.0196078431372549,0,15,0,file02.pdf,working within Agile environments. It is also for professionals who are planning to start implementing,BODY
9.960000038146973,0,70.95401000976562,37,0,0,0.0,0,5,0,file02.pdf,methodologies specific to their role.,BODY
14.039999961853027,0,70.94400024414062,21,1,0,0.09523809523809523,0,3,0,file02.pdf,2.1 Intended Audience,H2
9.960000038146973,0,70.94400024414062,108,0,0,0.05555555555555555,1,16,0,file02.pdf,The Foundation Level Extension –   Agile Tester qualification is aimed at four main groups of professionals:,BODY
9.960000038146973,0,88.94172668457031,95,0,0,0.010526315789473684,0,13,0,file02.pdf,1. Professionals who have achieved in-depth testing experience in traditional methods and would,BODY
9.960000038146973,0,106.939453125,40,0,0,0.075,0,7,0,file02.pdf,like to get an Agile Tester Certificate.,BODY
9.960000038146973,0,106.94940185546876,12,0,0,0.0,0,1,0,file02.pdf,environment.,BODY
9.960000038146973,0,106.95936584472656,65,0,0,0.015384615384615385,0,12,0,file02.pdf,methods and techniques in their day to day job in Agile projects.,BODY
9.960000038146973,0,88.9616470336914,89,0,0,0.011235955056179775,0,14,0,file02.pdf,4. Professionals who are experienced in their role (including unit testing) and need more,BODY
9.960000038146973,0,106.9593734741211,90,0,0,0.011111111111111112,0,15,0,file02.pdf,understanding and knowledge about how to perform and manage testing on all levels in Agile,BODY
9.960000038146973,0,106.9593734741211,9,0,0,0.0,0,1,0,file02.pdf,projects.,BODY
9.960000038146973,0,70.973876953125,101,0,0,0.0594059405940594,0,15,0,file02.pdf,This Foundation Level Extension –   Agile Tester certification may also be appropriate for anyone who,BODY
9.960000038146973,0,70.97390747070312,12,0,0,0.0,0,1,0,file02.pdf,consultants.,BODY
14.039999961853027,0,70.94400024414062,28,1,0,0.10714285714285714,0,5,0,file02.pdf,2.2 Career Paths for Testers,H1
9.960000038146973,0,70.94400024414062,104,0,0,0.028846153846153848,0,15,0,file02.pdf,professional testers. A person with the Agile Tester certificate has extended the broad understanding of,BODY
9.960000038146973,0,70.94400024414062,109,0,0,0.01834862385321101,0,19,0,file02.pdf,testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,BODY
9.960000038146973,0,70.9539794921875,17,0,0,0.058823529411764705,0,3,0,file02.pdf,an Agile project.,BODY
9.960000038146973,0,70.96394348144531,104,0,0,0.11538461538461539,0,15,0,file02.pdf,People possessing an ISTQB Foundation Level Extension –   Agile Tester certificate may use the Certified,BODY
9.960000038146973,0,70.96392822265625,40,0,0,0.225,0,5,0,file02.pdf,Tester Foundation Level acronym CTFL-AT.,BODY
14.039999961853027,0,70.94400024414062,23,1,0,0.08695652173913043,0,3,0,file02.pdf,2.3 Learning Objectives,H1
9.960000038146973,0,70.94400024414062,79,0,0,0.02531645569620253,0,12,0,file02.pdf,remember and recall terms and concepts stated in the Foundation Level syllabus.,BODY
9.960000038146973,0,70.94400024414062,15,0,0,0.0,0,2,0,file02.pdf,extension exam.,BODY
9.960000038146973,0,270.1639404296875,12,0,0,0.08333333333333333,0,4,0,file02.pdf,Page 7 of 12,BODY
9.960000038146973,0,70.94398498535156,50,0,0,0.0,0,6,0,file02.pdf,chapter within each particular extension syllabus.,BODY
14.039999961853027,0,70.94400024414062,22,1,0,0.09090909090909091,0,3,0,file02.pdf,2.4 Entry Requirements,H1
9.960000038146973,0,70.94400024414062,48,0,0,0.14583333333333334,0,6,0,file02.pdf,obtained the ISTQB Foundation Level certificate.,BODY
14.039999961853027,0,70.94400024414062,33,1,0,0.09090909090909091,0,5,0,file02.pdf,2.5 Structure and Course Duration,H1
9.960000038146973,0,70.94400024414062,98,0,0,0.061224489795918366,0,16,0,file02.pdf,The Foundation Level Extension –   Agile Tester syllabus has no shared or common elements with the,BODY
9.960000038146973,0,70.94400024414062,26,0,0,0.07692307692307693,0,3,0,file02.pdf,Foundation Level syllabus.,BODY
9.960000038146973,0,70.94400024414062,67,0,0,0.014925373134328358,1,12,0,file02.pdf,The syllabi must be taught in the following minimum number of days:,BODY
9.960000038146973,1,212.2100067138672,8,0,0,0.125,0,1,0,file02.pdf,Syllabus,BODY
9.960000038146973,1,368.4700012207031,4,0,0,0.25,0,1,0,file02.pdf,Days,BODY
9.960000038146973,0,212.2100067138672,20,0,0,0.1,0,2,0,file02.pdf,Baseline: Foundation,BODY
9.960000038146973,0,377.5899963378906,1,0,0,0.0,0,1,0,file02.pdf,3,BODY
9.960000038146973,0,212.2100067138672,23,0,0,0.13043478260869565,0,3,0,file02.pdf,Extension: Agile Tester,BODY
9.960000038146973,0,377.5899963378906,1,0,0,0.0,0,1,0,file02.pdf,2,BODY
9.960000038146973,0,70.94400024414062,98,0,0,0.04081632653061224,0,16,0,file02.pdf,The following figure shows the structure of the Agile Tester Extension and its relationship to the,BODY
9.960000038146973,0,70.94400024414062,17,0,0,0.11764705882352941,0,2,0,file02.pdf,Foundation Level.,BODY
9.960000038146973,0,270.16656494140625,12,0,0,0.08333333333333333,0,4,0,file02.pdf,Page 8 of 12,BODY
14.039999961853027,0,70.94400024414062,22,1,0,0.13636363636363635,0,4,0,file02.pdf,2.6 Keeping It Current,H1
9.960000038146973,0,70.94400024414062,102,0,0,0.0196078431372549,0,16,0,file02.pdf,The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,BODY
9.960000038146973,0,70.94400024414062,72,0,0,0.013888888888888888,0,11,0,file02.pdf,in the industry. This information is not examinable under this syllabus.,BODY
9.960000038146973,0,270.1639404296875,12,0,0,0.08333333333333333,0,4,0,file02.pdf,Page 9 of 12,BODY
15.960000038146973,0,70.94400024414062,63,0,0,0.09523809523809523,0,10,0,file02.pdf,3.  Overview of the Foundation Level Extension –   Agile Tester,H1
15.960000038146973,1,106.93380737304688,8,0,0,0.125,0,1,0,file02.pdf,Syllabus,BODY
14.039999961853027,0,70.94400024414062,21,1,0,0.09523809523809523,0,3,0,file02.pdf,3.1 Business Outcomes,H1
9.960000038146973,0,70.94400024414062,102,0,0,0.049019607843137254,0,16,0,file02.pdf,This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,BODY
9.960000038146973,0,70.94400024414062,41,0,0,0.07317073170731707,0,5,0,file02.pdf,Extension –   Agile Tester certification.,BODY
9.960000038146973,0,70.93403625488281,20,0,0,0.15,0,4,0,file02.pdf,An Agile Tester can…,BODY
9.960000038146973,0,107.77999877929688,4,0,1,0.75,0,1,0,file02.pdf,AFM1,BODY
9.960000038146973,0,145.33999633789062,85,0,0,0.023529411764705882,0,12,0,file02.pdf,Collaborate in a cross-functional Agile team being familiar with principles and basic,BODY
9.960000038146973,0,145.33999633789062,40,0,0,0.025,0,5,0,file02.pdf,practices of Agile software development.,BODY
9.960000038146973,0,107.77999877929688,4,0,1,0.75,0,1,0,file02.pdf,AFM2,BODY
9.960000038146973,0,145.33999633789062,79,0,0,0.02531645569620253,0,11,0,file02.pdf,Adapt existing testing experience and knowledge to Agile values and principles.,BODY
9.960000038146973,0,107.77999877929688,4,0,1,0.75,0,1,0,file02.pdf,AFM3,BODY
9.960000038146973,0,145.33999633789062,59,0,0,0.03389830508474576,0,8,0,file02.pdf,Support the Agile team in planning test-related activities.,BODY
9.960000038146973,0,107.77999877929688,4,0,1,0.75,0,1,0,file02.pdf,AFM4,BODY
